[0.37735849056603765, 0]
[0.3820754716981131, 3]
[0.4056603773584905, 4]
[0.42924528301886783, 12]
[0.4339622641509433, 17]
[0.4528301886792452, 49]
[0.45754716981132065, 64]
[0.481132075471698, 140]
[0.4999999999999999, 268]
[0.5047169811320754, 365]
[0.5471698113207547, 373]
[0.570754716981132, 389]
[0.5849056603773585, 397]
[0.6084905660377358, 424]
[0.6132075471698113, 427]
[0.6415094339622641, 432]
[0.6886792452830188, 447]
[0.7122641509433961, 527]
[0.7169811320754716, 620]
[0.7216981132075472, 641]
[0.7783018867924528, 651]
[0.8584905660377359, 700]
[0.8632075471698112, 730]
[0.9716981132075473, 779]
